FOODCODE	F_CITMLB	F_OTHER	F_JUICE	F_TOTAL	V_DRKGR	V_REDOR_TOMATO	V_REDOR_OTHER	V_REDOR_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_STARCHY_TOTAL	V_OTHER	V_TOTAL	V_LEGUMES	G_WHOLE	G_REFINED	G_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_ORGAN	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_MPS_TOTAL	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	PF_TOTAL	D_MILK	D_YOGURT	D_CHEESE	D_TOTAL	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
53440600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	1.19	0	0	0	0	0	0	0	0.16	0	0	0	0.16	0	0	0.43	0.43	1.88	9.66	4.96	0
53440700	0	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	1.07	1.07	0	0	0	0	0	0	0	0.07	0	0	0	0.07	0	0	0	0	2.12	2.48	4.1	0
53440750	0	0.38	0	0.38	0	0	0	0	0	0	0	0	0	0	0	1.11	1.11	0	0	0	0	0	0	0	0.08	0	0	0	0.08	0	0	0	0	2.41	2.73	6.43	0
53440800	0	0.16	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0.78	0.78	0	0	0	0	0	0	0	0.11	0	0	0	0.11	0	0	0.28	0.28	1.23	6.34	3.26	0
53441110	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	1.79	1.79	0	0	0	0	0	0	0	0	0	1.27	0	1.27	0	0	0	0	8.63	16.87	2.72	0
53441210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	1.15	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.05	0.15	0	0.2	1.2	8.06	7.64	0
53450000	0	0.27	0	0.27	0	0	0	0	0	0	0	0	0	0	0	2.15	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	17.5	3.02	0
53450300	0.28	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	2.11	2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.27	2.88	0
53450500	0	0.13	0	0.13	0	0	0	0	0	0	0	0	0	0	0	1.74	1.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	14.49	2.98	0
53450800	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	1.63	1.63	0	0	0	0	0	0	0	0.09	0	0	0	0.09	0	0	0	0	0.53	14.58	3.3	0
53451000	0	0.27	0	0.27	0	0	0	0	0	0	0	0	0	0	0	2.15	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.12	2.69	0
53451500	0	0.29	0	0.29	0	0	0	0	0	0	0	0	0	0	0	1.64	1.64	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0.6	14.93	2.49	0
53451750	0	0	0	0	0	0	0.15	0.15	0	0	0	0	0.15	0	0	1.25	1.25	0	0	0	0	0	0	0	0.16	0	0	0	0.16	0.24	0	0	0.24	0	13.23	0.95	0
53452100	0	0.16	0	0.16	0	0	0	0	0	0	0	0	0	0	0	1.39	1.39	0	0	0	0	0	0	0	0.09	0	0.62	0	0.71	0	0	0	0	4.72	12.36	2.39	0
53452120	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	2.25	2.25	0	0	0	0	0	0	0	0.24	0	0	0.51	0.24	0	0	0	0	2.45	0.51	8.56	0
53452130	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	1.88	1.88	0	0	0	0	0	0	0	0.54	0	0	0.43	0.54	0	0	0	0	2.05	4.05	7.14	0
53452150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0.19	0	0.19	0	0	0	0	4.98	0	4.54	0
53452170	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	1.71	1.71	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0.18	0	0	0.18	15.35	8.91	2.56	0
53452200	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	1.41	1.41	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.43	0.43	3.03	8.07	2.77	0
53452400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85	3.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.46	0.13	0
53452420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	2.15	0	0	0	0	0	0	0	0.08	0	0	0	0.08	0.08	0	0	0.08	0	28.88	0.87	0
53452450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	1.01	0	0	0	0	0	0	0	0.69	0	0	0	0.69	0	0	0.34	0.34	5.88	11.33	0	0
53452500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82	13.36	3.23	0
53453150	0	0.18	0	0.18	0	0	0	0	0	0	0	0	0	0	0	2.75	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.75	0.33	0
53453170	0	0	0	0	0	0	0.13	0.13	0	0	0	0	0.13	0	0	2.55	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.14	1.82	0
53500100	0	0.21	0	0.21	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0.19	0	0	0	0.19	0.04	0	0	0.04	0	17.24	4.74	0
53510000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	2.15	0	0	0	0	0	0	0	0.16	0	0	0	0.16	0.09	0	0	0.09	0	21.4	4.29	0
53510100	0	0.21	0	0.21	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0.19	0	0	0	0.19	0.04	0	0	0.04	0	17.24	4.74	0
53511000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36	2.36	0	0	0	0	0	0	0	0.07	0	0	0	0.07	0.13	0	0	0.13	0	20.92	0.95	0
53520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.01	0	0	0.06	0	22.81	3.41	0
53520110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.01	0	0	0.06	0	22.81	3.41	0
53520120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	1.93	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.05	0	0	0.05	0	19.24	7.35	0
53520140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97	1.97	0	0	0	0	0	0	0	0.06	0	0	0	0.06	0.08	0	0	0.08	0	24.66	5.89	0
53520150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68	1.68	0	0	0	0	0	0	0	0.03	0	0.27	0	0.3	0.03	0	0	0.07	1.59	19.08	5.03	0
53520160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97	1.97	0	0	0	0	0	0	0	0.06	0	0	0	0.06	0.08	0	0	0.08	0	24.66	5.89	0
53520200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	1.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3	6.47	0
53520500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.01	0	0	0.06	0	22.81	3.41	0
53520600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.01	0	0	0.06	0	22.81	3.41	0
53520700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97	1.97	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	17.99	8.15	0
53521100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54	1.54	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.06	0	0	0.09	0.43	18.18	7.22	0
53521110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.06	0	0	0.1	0	21.19	4.78	0
53521120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	2.12	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.06	0	0	0.1	0	20.83	4.57	0
53521130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58	1.58	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.09	0	0	0.12	0.43	17.91	7.37	0
53521140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	1.38	0	0	0	0	0	0	0	0.04	0	0	0	0.04	0.08	0	0	0.08	0	16.1	4.57	0
53521210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	1.63	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.08	0	0	0.12	0	23.44	2.92	0
53521220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	1.73	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.12	0	0	0.15	0	17.06	4.11	0
53521230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	1.32	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.09	0	0	0.11	0	12.94	9.06	0
53530000	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2	7.17	0
53530010	0.07	0.03	0	0.1	0	0	0	0	0	0	0	0	0	0	0	4.88	4.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72	0.69	0
53610100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0.15	0	0.63	0	0.78	0.1	0	0	0.1	4.19	11.01	5.93	0
53610170	0	0.24	0	0.24	0	0	0	0	0	0	0	0	0	0	0	1.21	1.21	0	0	0	0	0	0	0	0.1	0	0.4	0	0.5	0.06	0	0	0.06	2.67	7	7.17	0
53610200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	1.63	0	0	0	0	0	0	0	0.13	0	0.54	0	0.67	0.09	0	0.11	0.2	3.6	11.33	5.09	0
53710400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.63	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7.6	5.6	0
53710500	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0.9	1.08	1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09	6.9	0
53710502	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0.9	1.08	1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09	6.9	0
53710504	0.03	0.23	0	0.26	0	0	0	0	0	0	0	0	0	0	1.12	0.24	1.36	0	0	0	0	0	0	0	0	0.03	1.09	0	1.12	0.08	0	0	0.08	5.3	0.66	4.61	0
53710600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0.53	0	10.52	9.24	0
53710700	0.05	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.11	3.02	3	6.72	0
53710800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.07	1.03	0	0	0	0	0	0	0	0	0.54	0.15	0	0.69	0.16	0	0	0.21	2.52	3.53	8.76	0
53710802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0.83	0	0	0	0	0	0	0	0	0.71	1.86	0	2.57	0	0	0	0	9.95	0	3.54	0
53710900	0	0.13	0	0.13	0	0	0	0	0	0	0	0	0	0	1.02	0.34	1.36	0	0	0	0	0	0	0	0	0	0.58	0	0.58	0	0	0	0	5.35	0	8.05	0
53710902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0.28	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.04	7	0.21	9.15	0
53710904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0.28	1.02	0	0	0	0	0	0	0	0	0	1.62	0	1.62	0.2	0	0	0.29	12.83	4	6.31	0
53710906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0.35	1.51	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	13.21	0	6.52	0
53711000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91	0	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	13.1	0.53	6.6	0
53711002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.08	4.5	0.82	6.53	0
53711004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46	0	2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	4.56	0
53711006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.37	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.06	7.44	11.22	8.43	0
53711100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13	0.46	1.59	0	0	0	0	0	0	0	0	0	0.17	0	0.17	0.01	0	0	0.07	1.01	12.78	6.36	0
53712000	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.92	0.66	1.58	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0	0.51	7.18	0
53712100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0.35	1.51	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	13.21	0	6.52	0
53712200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.08	4.5	0.82	6.53	0
53712210	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	1.2	0.18	1.38	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.13	0	0	9.84	0
53713000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46	0	2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	4.56	0
53713100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0.35	1.51	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	13.21	0	6.52	0
53714200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.37	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.06	7.44	11.22	8.43	0
53714210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.33	7.57	0
53714220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.59	1.18	0	0	0	0	0	0	0	0	0	1.04	0	1.04	0.08	0	0	0.08	5.6	20.56	4.98	0
53714230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.35	0.84	0	0	0	0	0	0	0	0	0	1.76	0	1.76	0.1	0.01	0	0.11	7.84	5.17	7.41	0
53714250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0.59	1.18	0	0	0	0	0	0	0	0	0	1.04	0	1.04	0.08	0	0	0.08	21.84	4.43	5.02	0
53714300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.63	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7.6	5.6	0
53714400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	3.63	4.52	0
53714500	0.02	0.01	0	0.03	0	0	0	0	0	0	0	0	0	0	0	1.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0.26	0	6.12	8.13	0
53714510	0	0.32	0	0.32	0	0	0	0	0	0	0	0	0	0	0	1.51	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	6.82	7.41	0
53714520	0.02	0.01	0	0.03	0	0	0	0	0	0	0	0	0	0	0	1.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0.26	0	6.12	8.13	0
53720100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.35	0	1.34	0.12	0	0	1.03	5	6.83	3.33	0
53720200	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.74	1.09	1.83	0	0	0	0	0	0	0	0	0.87	0	0.32	0.87	0	0	0	0	2.18	0.19	7.18	0
53720210	0	0.07	0	0.07	0	0	0	0	0	0	0	0	0	0	1.06	1.06	2.12	0	0	0	0	0	0	0	0	0	0.07	0	0.07	0	0	0	0	1.49	3.96	5.61	0
53720300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0.82	1.64	0	0	0	0	0	0	0	0	0.76	0.27	0	1.03	0.04	0	0	0.22	0.78	0.9	5.48	0
53720400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	1.06	1.55	0	0	0	0	0	0	0	0	0.63	0.55	0	1.18	0.12	0	0	0.17	2.58	4.27	4.92	0
53720500	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	1.19	1.33	0.93	2.52	0.12	0	0	0.16	1.74	4.81	5.52	0
53720600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	1.06	1.55	0	0	0	0	0	0	0	0	0.63	0.55	0	1.18	0.12	0	0	0.17	2.58	4.27	4.92	0
53720610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0.21	0	0	0	0	0	0	0	0	1.86	1.13	0	2.99	0.03	0	0	0.03	3.07	8.77	3.09	0
53720700	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.19	0.19	0	0	0	0	0	0	0	0	0.42	1.67	0.6	2.09	0.25	0	0	0.33	3.51	6.35	5.91	0
53720800	0	0.07	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.13	0.13	0	0	0	0	0	0	0	0	2.94	0.63	0	3.57	0	0	0	0.25	5.06	4.96	3.78	0
53729000	0	0.07	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.13	0.13	0	0	0	0	0	0	0	0	2.94	0.63	0	3.57	0	0	0	0.25	5.06	4.96	3.78	0
53801000	0	0.08	0	0.08	0	0	0	0	0	0	0	0	0	0	0.13	1.93	2.06	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.19	4.79	0	8.94	0
53803050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69	3.69	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.04	10	0	5.47	0
53803100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	1.81	3.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	12	0	4.2	0
53803250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19	4.19	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0.72	0	3.43	0.49	0
53803300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85	0
54001000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.11	2.71	1.69	0
54102010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	2.23	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.29	2	5.79	0
54102015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	2.23	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.29	2	5.79	0
54102020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	1.18	2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86	20.42	7.97	0
54102050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.13	4.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93	5.47	2.57	0
54102060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96	3.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2	4.07	0
54102100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75	2.23	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.5	4.99	0
54102200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43	2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.39	9.27	0
54103000	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0.98	2.16	3.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	10.98	5.44	0
54200100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0
54201010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97	5.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54202020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31	5.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93	1.98	0.47	0
54204020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0
54204030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0
54301010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.11	2.71	1.69	0
54301020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.11	2.71	1.69	0
54301030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.11	2.71	1.69	0
54301100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	2.81	4.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3.33	0
54304000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48	4.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	10	11.79	0	0
54304005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48	4.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	10	11.79	0	0
54304020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48	4.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	10	11.79	0	0
54304100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13	5.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	0	10.79	0	0
54304150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	3.25	4.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.14	11	3.79	0	0
54305010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94	0	5.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54305020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	2.33	5.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16	0	0.54	0
54307000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97	5.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54308000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54	4.54	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0.22	5.75	6.89	1.9	0
54313000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38	5.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0.24	0
54318000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	2.38	6.13	0	0	0	0	0	0	0	0	0	0.07	0	0.07	0	0	0	0	1.81	0	0	0
54318500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46	0	3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
54319000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94	5.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
54319005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45	5.45	0	0	0	0	0	0	0	0	0	0.56	0	0.56	0	0	0	0	6.45	0	0	0
54319020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25	0	3.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
54319500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54325000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38	5.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0.24	0
54325010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75	5.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54325060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69	2.69	5.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75	2.25	0	0
54326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	3.72	4.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5	0	2.61	0
54328000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	3.44	0	0	0	0	0	0	0	0	0	1.44	0	1.44	0	0	0	0	18.03	3.35	1.98	0
54328100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	3.44	0	0	0	0	0	0	0	0	0	1.44	0	1.44	0	0	0	0	18.03	3.35	1.98	0
54328105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23	3.23	0	0	0	0	0	0	0	0	0	1.29	0	1.29	0	0	0	0	9.04	12.11	2.04	0
54328110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59	3.59	0	0	0	0	0	0	0	0	0	1.44	0	1.44	0	0	0	0	10.04	2.35	2.27	0
54328120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	1.91	3.6	0	0	0	0	0	0	0	0	0	1.44	0	1.44	0	0	0	0	17.87	3.31	1.86	0
54328200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06	4.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.15	13	7.38	0.24	0
54328210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16	3.16	0	0	0	0	0	0	0	0	0	1.27	0	1.27	0	0	0.04	0.04	8.83	12.44	2	0
54336000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69	5.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	3.1	0	0
54336100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47	2.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
